simulation_id	longitude	latitude	inclination	distance	mass1	mass2	spin1z	spin2z	gps_time	geocent_time	geocent_time_ns
1255	1.2655035	0.84816864	2.4502223	4652.2133	37.613832	17.462781	0.30336981	-0.25310422	1008062729.879827	1008062729	897556782
1256	5.1034468	-0.056301174	2.3808119	7759.2483	102.51666	72.108374	0.1527986	0.33614557	1029766265.344855	1029766265	332262754
1258	5.2472183	-0.18968051	1.4916337	4147.6906	86.822866	46.284193	0.34299723	-0.45920198	1019097897.842813	1019097897	827553988
1260	1.0983976	0.82561886	0.33912306	5976.9741	31.310378	24.561868	-0.11086892	0.41951885	1020012859.891441	1020012859	908197284
1261	2.7932585	-0.79872949	2.671232	11150.419	69.570657	30.699365	0.042908514	-0.012356832	1009050271.701117	1009050271	687799335
1262	0.86178888	0.076745593	2.1760081	4009.8	13.727832	13.354456	-0.046018979	-0.021336757	1013814406.430547	1013814406	451760173
1263	3.8497801	0.35377106	2.8750469	2509.7287	21.840114	13.85868	0.19968155	-0.75825479	1002487281.91558	1002487281	934513450
1264	3.7374568	0.02039781	1.7593361	1199.3117	66.609649	16.246388	0.095996378	0.024408287	1020797398.714821	1020797398	701367021
1271	6.0758814	-1.1810408	2.1894491	2303.693	13.651416	12.305441	-0.0042460965	0.0051327187	1020061685.312749	1020061685	294140100
1272	1.6459906	-1.0456643	2.7835366	7630.5161	84.767446	71.291316	-0.11150518	0.71822917	1015387312.458783	1015387312	447397709
1274	5.7289255	0.98846847	1.5069646	7877.3522	87.568228	86.16432	0.052396129	0.24596494	1018723273.491174	1018723273	507974505
1275	4.5095755	-0.21962722	0.70326281	2937.07	75.348532	25.404081	0.41390246	-0.62164493	1023296921.270875	1023296921	254108191
1276	5.7771486	-1.210765	2.711532	6411.4426	21.640341	18.71455	0.18502116	-0.95270453	1016149038.580267	1016149038	564173937
1277	5.6531716	-0.65079711	2.8615992	2177.6548	11.632004	9.3719695	-0.36879496	-0.12788392	1018155405.124195	1018155405	105110884
1278	5.2525307	-0.59996323	2.2173369	2446.5887	32.279836	23.502198	0.26092006	0.47503963	1017173254.700992	1017173254	691554070
1279	5.7768389	0.6519241	2.2771221	3597.571	12.692925	12.433743	-0.41663921	0.023720508	1009405758.459284	1009405758	480045199
1280	5.3608169	0.036724061	1.0377836	6174.6802	60.5785	51.214733	0.36071395	0.24536307	1020430029.087353	1020430029	95627069
1281	2.7194526	0.63087385	1.4954986	2763.3822	27.438077	27.132736	-0.037884486	0.069296257	1011702464.11794	1011702464	134237289
1284	0.60825892	0.3122108	1.750103	2578.5478	75.969264	31.059738	-0.83143139	0.24194892	1016728360.104501	1016728360	122073889
1285	6.1486086	0.51203696	2.0261299	1939.485	33.257652	19.875081	-0.040837121	-0.15302783	1003639825.302247	1003639825	320517063
1289	0.53757514	-0.32432055	1.2333299	8027.0366	48.140849	43.604816	0.018654335	-0.010287527	1000934815.547648	1000934815	533625841
1291	2.3827684	-0.47265457	1.1791805	4096.6775	20.109606	15.764515	-0.12447252	0.22705204	1016981913.874485	1016981913	861933351
1294	3.0893271	-0.2714399	1.0993366	3502.1322	42.600518	34.561816	0.80561573	0.21675422	1017187018.333193	1017187018	325866342
1296	4.9230965	1.1355773	2.7318974	13245.918	71.858331	64.046667	-1.5268382e-05	0.26180987	1003879067.476636	1003879067	493577838
1297	2.8778173	-0.10376093	0.34833889	2477.0428	18.159148	14.044505	0.10984343	0.31878229	1019031418.256506	1019031418	250432968
1298	2.5700089	-0.79311252	2.0798744	14373.844	151.45044	129.13348	-0.70624838	0.05371607	1013359372.930281	1013359372	914064169
1299	2.0327673	-1.1951878	2.3950608	5134.4444	51.738962	26.111305	-0.035417216	-0.14170884	1024567754.270387	1024567754	250279427
1300	2.8062048	0.96640841	1.6974526	1792.4931	20.257873	17.692334	-0.15244454	-0.0150015	1013830345.966415	1013830345	981011868
1301	2.8124796	-0.36916555	2.7637194	8937.1784	74.286631	29.07323	0.047654099	0.085463396	1006946401.741389	1006946401	748745322
1302	3.3358552	-0.55768058	0.55882003	1086.3244	25.776731	19.414767	0.1956712	0.039826679	1016940280.880424	1016940280	880848289
1303	0.07688303	-1.3324574	1.9981564	810.28962	17.083636	16.117548	-0.19481676	0.10414416	1006288692.917191	1006288692	903812051
1305	0.59446988	-1.0740589	1.1864785	713.38405	13.662933	13.12208	-0.14405991	-0.016924572	1004900931.636798	1004900931	618140697
1306	4.7607696	-0.045654819	2.1264977	2493.5664	36.816305	9.2097344	-0.13073209	-0.03150027	1000987532.296018	1000987532	279566169
1307	4.8781319	-0.18513699	2.3973818	14388.014	138.27489	132.08891	0.26238132	0.35459438	1005602951.891569	1005602951	900447488
1308	2.3098949	0.48648891	1.9846969	3780.9489	68.321106	22.231391	-0.019997194	-0.12527735	1020475240.185552	1020475240	205284119
1309	2.1817083	0.50871541	2.7995068	5913.4039	64.124125	19.825265	0.09940975	0.56266274	1006854716.36239	1006854716	379449725
1310	0.10956627	0.28721072	0.35077788	2769.4401	21.412932	14.505529	0.27564424	0.60376468	1022577532.792305	1022577532	796977639
1311	2.8401217	-0.96948438	1.0133065	3029.4561	23.576226	9.854633	-0.0056870002	0.30548709	1017628444.760472	1017628444	753312230
1312	4.3331248	0.47062267	2.1511623	1501.3903	58.817038	37.766192	-0.3751365	-0.25729516	1022983381.922194	1022983381	933998108
1313	0.44205867	-0.099656547	0.42241136	2502.9611	12.989799	10.816155	-0.36185899	0.03693935	1030642750.689877	1030642750	684944272
1314	4.2759297	-0.10091608	2.5427775	2845.3044	17.462994	15.384197	-0.47049374	0.074597188	1020433212.66287	1020433212	665575504
1316	4.1186345	0.9283677	3.0172851	5978.4249	31.166708	29.167397	-0.0036406513	-0.1855998	1009031733.164665	1009031733	183744907
1317	4.1316463	-0.13924855	0.68349231	4323.5493	28.647145	27.718262	-0.14142513	-0.12816472	1012444696.752593	1012444696	737612844
1320	5.5767989	0.025046056	2.8878661	7665.6898	69.745897	28.195162	-0.33301827	-0.17099068	1012991221.69946	1012991221	695868611
1321	5.5862933	-0.21250647	2.6299599	2517.9903	22.164834	12.58998	-0.61285754	0.64869595	1022361880.938219	1022361880	923860550
1322	4.0731262	0.93858522	2.5587594	5407.8132	29.032305	21.237714	-0.070083444	-0.39652656	1026513882.534343	1026513882	554364204
1323	4.0639381	-0.87243057	0.7387723	1894.6262	14.178487	9.9010963	-0.024764223	-0.13110523	1016460510.458966	1016460510	457184672
1324	1.4001637	-1.2151085	0.95134227	3041.4372	102.59585	56.703178	0.0411108	-0.48849558	1008561884.517931	1008561884	508290172
1325	1.348657	0.70244393	2.4158366	7602.7262	43.319545	27.978441	0.21661988	-0.13936727	1016579506.967915	1016579506	985204697
1326	5.7130018	-0.4952417	1.2235863	9892.2196	65.271174	36.812092	-0.10068955	-0.067035231	1001947518.144381	1001947518	136783242
1327	1.6201423	0.13134384	2.2172697	5094.898	47.031906	44.449129	-0.06635865	-0.098381072	1011771115.930996	1011771115	944062114
1328	4.5294125	-0.26788519	2.8039711	12018.886	72.762617	67.948071	0.047657025	0.41618271	1029163155.512597	1029163155	494568110
1329	0.5497055	-0.6647791	2.0127998	8989.9457	56.584435	56.346036	0.19091226	0.12547073	1020141598.917231	1020141598	897229195
1330	1.7221537	0.28469939	0.77923971	9087.8812	42.233627	33.273807	0.020272901	-0.21227804	1020935841.255345	1020935841	243071318
1331	2.5630121	0.32144139	2.3161202	2628.8215	36.567069	33.808433	0.46437112	0.04120534	1029185862.460414	1029185862	476684809
1332	3.8704792	-0.13648387	1.0979198	3471.7658	27.738839	26.086359	-0.022566877	0.35216186	1012601251.794154	1012601251	783859968
1333	5.8853786	-0.96845081	2.7830253	5193.4883	33.577747	23.670453	0.21709165	-0.69283193	1024624815.897297	1024624815	878799677
1336	0.25694996	-0.69660141	2.5703678	11570.31	119.87244	74.531717	-0.043348375	-0.012866585	1028340028.889794	1028340028	873334169
1337	0.84335117	-0.81510742	1.6632374	3017.5236	82.913448	68.460027	0.58377008	0.27590005	1025380739.815519	1025380739	808307290
1338	2.2760235	1.354313	2.4120105	4227.9339	75.870973	33.030719	-0.41471699	0.2098356	1006722247.321663	1006722247	331485748
1339	5.7659454	-0.19523744	1.5292814	1639.765	32.021632	29.318291	-0.23430032	0.37828787	1015200487.242692	1015200487	237947464
1341	4.3511835	-0.28478117	0.79506187	9598.7789	74.334516	71.900462	-0.53429543	-0.064616123	1016404212.513865	1016404212	497025847
1342	5.5942795	-0.59349861	1.1314934	2247.6717	36.450149	16.242149	-0.36553793	-0.098289737	1016503822.687827	1016503822	675767422
1343	1.9612232	0.11203053	2.8468284	8413.2431	27.135696	20.075997	-0.17107357	-0.19318743	1029257937.992028	1029257938	2742648
1344	1.770948	1.3058881	1.0284205	5695.0505	44.253431	38.947819	0.20777493	0.059073347	1016201843.472077	1016201843	481290936
1345	2.593572	-1.3455172	2.9889359	6798.5633	42.839982	38.412438	-0.25255202	-0.40326013	1027946141.818042	1027946141	801221609
1346	2.3557341	1.130392	2.1554003	1881.4215	23.1767	20.97563	-0.39388581	0.030790617	1026441131.854621	1026441131	867461205
1348	2.0672735	-0.77759461	0.49545703	6891.1121	57.440949	54.15921	-0.20618325	0.031180219	1029706847.623455	1029706847	610664845
1349	1.0255341	0.92064882	1.1269213	12147.373	146.4385	100.83921	0.45038061	0.74638175	1000799227.015673	1000799227	28128624
1351	5.094824	0.047864929	2.8247064	5187.0276	66.664363	44.312062	-0.34274154	0.90606809	1023484500.141964	1023484500	128707170
1354	2.3234095	-0.44701394	0.96619417	9583.1224	138.1892	119.73732	0.04215102	-0.20361136	1027704493.679657	1027704493	683482170
1355	4.637632	0.045338135	2.7421496	3305.391	10.636089	9.4088566	-0.20786085	0.7065581	1015518061.508868	1015518061	521861196
1357	3.6039025	-0.91488794	1.1319654	7219.9141	91.817834	67.812539	-0.10530514	-0.72856873	1011248229.649386	1011248229	636072874
1359	0.37486765	-0.10322196	2.1710426	468.80802	21.978675	12.220428	0.078541347	0.075648538	1003494480.431799	1003494480	430814981
1360	2.6977671	-0.41203237	1.760748	3104.5628	54.080369	32.891914	0.057666923	0.56621381	1022372488.960605	1022372488	965994000
1361	2.6084491	0.92273971	1.0005889	5600.9564	48.47771	30.951046	0.033216587	0.22310631	1017995415.184994	1017995415	211399198
1362	2.2504655	0.50696501	2.1854011	8978.6164	121.44813	109.08692	0.15994377	-0.038090732	1025964708.881441	1025964708	888784766
1363	5.5720504	0.16671043	0.94233625	1794.489	22.692283	19.400841	-0.021548303	0.087138371	1006201599.629928	1006201599	641642094
1364	3.4713175	-0.54914028	1.9307875	4069.7728	24.507309	16.954333	-0.1069132	-0.098423372	1022240411.663538	1022240411	652821779
1365	2.4041216	0.10705522	2.8642039	2259.2946	16.476547	11.901566	-0.75080071	0.27035397	1011595058.88431	1011595058	900560975
1366	5.6305306	-0.59496111	0.34064989	11723.607	63.786937	49.137998	-0.070525822	0.704425	1020225989.965844	1020225989	950704217
1367	2.5804213	-0.96541863	2.1335796	2339.16	21.678404	13.82641	0.00090907018	-0.089978877	1019140101.230725	1019140101	214884400
1368	1.610871	0.23826378	2.2156527	2943.3449	45.131435	44.949676	0.23061944	0.038043088	1025653356.845481	1025653356	853160381
1371	5.7701177	-0.93682295	1.0979011	5502.3971	28.732886	21.676074	-0.30280978	-0.1995615	1026425641.814561	1026425641	800030828
1372	3.0726917	0.43404289	1.3416898	3604.4516	41.251598	34.142288	-0.086933907	0.027788985	1011771035.221055	1011771035	237507939
1373	2.5081008	0.17453963	2.4991317	6511.0941	89.201986	66.90428	-0.73574078	0.26230036	1011075070.769355	1011075070	784942627
1377	4.201228	0.4065853	2.17405	1589.5612	14.41885	9.4741886	-0.043789704	0.73463149	1004215736.666484	1004215736	683888316
1378	3.5018276	-0.94549819	2.2911755	2304.5951	52.124424	43.79596	-0.42015743	-0.11634871	1007033657.051624	1007033657	44495940
1380	0.052682468	-0.83841561	2.7204638	5009.5221	50.587976	19.834702	-0.11637572	0.049443927	1012469584.348006	1012469584	328926325
1382	4.8978099	0.68216227	2.5767781	650.83419	58.289483	14.489738	0.053342719	0.59934898	1020510741.779785	1020510741	799618959
1383	2.0252707	0.5738864	1.0657699	5148.8544	53.939347	40.964065	-0.073481313	-0.2632252	1003223388.755515	1003223388	770189643
1385	5.8977278	0.84604553	1.1928784	10735.366	130.05348	84.807485	-0.17342517	-0.31808148	1022602168.737198	1022602168	754855752
1389	4.8139769	0.46993203	0.69775186	14247.854	32.757887	31.441042	0.46050169	-0.20571773	1013443208.365808	1013443208	375105023
1390	5.1195962	-1.1999579	1.4704433	1458.5197	64.798109	61.702556	-0.35630482	-0.39106616	1002492285.903082	1002492285	895107031
1391	0.018124978	-1.2770772	2.7210534	3248.0283	45.908049	21.340321	0.29520298	0.67521376	1007296122.730663	1007296122	714224458
1392	4.9907762	0.085829458	2.4587715	9392.6455	129.44248	29.114543	0.0037810791	-0.14491374	1011980772.695091	1011980772	712293148
1393	1.6773625	1.0277793	0.80398214	12680.315	58.784152	57.823651	-0.4556811	0.28435104	1002718796.713648	1002718796	726876855
1394	3.800807	0.16016707	0.30413847	13663.738	80.812928	49.272683	-0.056847226	0.28364231	1001195595.045197	1001195595	60783386
1396	1.6335067	0.45774052	1.6407304	1065.7766	25.225213	13.364131	-0.13766596	0.16363783	1000048658.477533	1000048658	494480729
1397	4.9814972	1.1618085	2.1867646	6579.7445	71.030537	66.296158	-0.089336786	-0.01070786	1026778504.024455	1026778504	37887216
1398	5.3640014	-0.9234541	2.0921355	2693.8551	23.807358	18.442463	-0.054843263	0.023364954	1021227643.551364	1021227643	536027431
1399	3.21774	1.0014993	2.9676582	5608.2769	38.336873	22.537166	0.7099131	0.2034749	1010952777.560835	1010952777	567940831
1400	1.1138085	0.55603112	0.58876385	3081.5502	32.097956	30.68148	-0.13108431	-0.026865605	1021105707.422711	1021105707	417644382
1402	4.67016	-0.63969651	2.5666689	2110.6542	83.880968	45.003124	0.8486927	-0.0056999266	1018354346.01236	1018354346	14208794
1404	1.9752734	0.13681641	2.103972	3533.1207	42.553944	37.314144	-0.21999433	0.0064984907	1004012212.057294	1004012212	73268652
1405	5.500272	0.65926249	2.9204535	4442.8448	35.380678	14.285443	0.094267999	0.17984593	1019005112.305804	1019005112	311950445
1406	0.86630691	0.59392067	0.46361697	12132.722	45.077837	44.343655	-0.28980961	-0.143865	1011242292.97654	1011242293	317216
1407	2.8123512	0.77154	2.6814936	3347.872	12.378413	9.696468	-0.36771043	-0.12033341	1022897986.270609	1022897986	282474756
1408	5.8094781	-0.85727894	1.8829526	3207.5561	40.436447	28.544161	0.74379025	-0.11615235	1022714838.560062	1022714838	545058489
1409	2.6849612	0.12592846	1.5185362	1062.4731	10.003536	8.3149109	-0.021692021	-0.23046573	1018980611.858626	1018980611	849765062
1410	3.4595534	0.47019452	0.77870495	4826.5124	37.798033	31.595407	0.42434401	0.033922529	1022138814.968106	1022138814	982469559
1411	1.899345	0.53137758	2.9537947	12828.313	63.098364	41.304173	0.34787138	0.049020591	1026252248.905817	1026252248	925348282
1412	0.77020674	0.90846115	2.5706382	2482.3668	15.806468	11.079297	0.73175407	0.054455115	1024586453.477015	1024586453	494779468
1413	3.772793	0.33310307	1.4891479	1898.3452	33.468583	26.626569	-0.04973802	-0.030538072	1001712130.890944	1001712130	903953791
1414	5.2818867	0.98747486	0.28598483	10596.919	58.326572	57.420385	-0.19663929	-0.35942339	1016027110.730087	1016027110	749135137
1415	1.926593	0.42932033	2.2881203	1969.6816	12.804916	11.739513	0.49486667	0.4823135	1005040016.042457	1005040016	57751179
1416	4.8781819	0.22769283	0.84476601	12014.669	70.016272	36.779501	-0.46468951	0.74978829	1031452995.930631	1031452995	946730614
1417	1.7226934	-0.44071337	2.7092036	7159.1746	43.979577	36.219809	-0.10180889	0.11824653	1008756204.684723	1008756204	683234692
1418	2.8013419	0.6063819	1.7602175	4459.4633	41.134272	27.118708	0.46644334	0.058593948	1008418966.398932	1008418966	417137861
1419	0.25134476	0.47766807	1.7511963	3839.439	53.859587	32.750338	0.50012785	-0.085951757	1001204320.052848	1001204320	53007364
1420	2.6728687	0.48401107	0.69406521	5839.404	64.056973	28.525069	-0.2488387	-0.028441179	1000407124.655161	1000407124	662289739
1421	0.81661834	0.89480167	2.9797826	6479.3862	79.325732	76.318936	0.1245439	-0.40917078	1000050679.298294	1000050679	312676430
1422	4.536037	0.59832493	2.2288779	5517.4243	35.218389	30.501959	-0.032627988	-0.18812538	1017133512.67448	1017133512	694976568
1425	3.0986472	-0.79571284	2.6919866	5603.4431	90.181918	50.809694	-0.42743107	-0.19500021	1023776620.62096	1023776620	609237432
1426	1.5419445	-0.078265952	2.7381877	1438.742	17.245873	14.773246	0.52185845	-0.17756877	1030364048.61181	1030364048	626140594
1427	2.1202242	1.4550499	0.96445263	2219.6128	20.359155	17.473355	-0.052294509	0.47871043	1006199361.398912	1006199361	412487745
1428	3.0065742	-0.62307394	1.9723936	1484.7189	36.15287	27.774145	-0.45961134	0.061177354	1021789672.131819	1021789672	123216629
1430	3.1625243	0.97117414	2.2826503	4943.4564	74.039024	48.609657	-0.12578885	-0.33649617	1026716506.09999	1026716506	104227066
1431	1.237543	-0.89132515	0.46286433	15173.334	65.495031	64.279259	0.28202477	0.25150576	1011447654.329915	1011447654	313240767
1432	3.2083675	1.0713004	2.8626429	3275.9285	11.652971	10.005762	-0.00075175098	-0.12470141	1027128993.383247	1027128993	400565505
1433	0.009693445	-0.3785841	0.8987332	3549.038	43.98572	36.748016	0.22109612	0.19315343	1006239233.861251	1006239233	858368874
1434	4.424611	-0.092378736	0.91704977	2420.8033	24.305778	15.635324	-0.16314708	0.13563877	1018655189.658212	1018655189	641822577
1435	4.232707	0.62530562	1.0275107	484.21561	8.838554	8.2971214	0.64899133	-0.18963152	1019724975.377647	1019724975	397758126
1436	6.1636504	1.3317734	0.60735558	10165.862	65.295558	36.305738	-0.33238417	0.52335395	1005133688.260853	1005133688	274727464
1437	4.7374816	0.36329064	1.5104045	4311.9171	75.194721	36.42131	0.33859923	0.020293715	1023738862.206139	1023738862	199582458
1438	4.6394893	0.14199883	2.832464	5459.8837	56.196243	50.04829	-0.086105485	0.60779132	1026470116.277395	1026470116	279347420
1439	3.8056469	-0.57207501	1.1668535	1839.7287	19.847521	8.5463648	0.056429273	-0.12888582	1008557118.822982	1008557118	804754019
1440	4.1806136	1.5140197	0.72489673	4203.5949	98.65949	89.285506	0.85058563	0.34024429	1019729891.67334	1019729891	685955286
1441	2.6555216	-0.4998795	1.5448528	2743.5651	88.970648	54.680167	0.21025609	0.60030246	1005564090.274368	1005564090	265508771
1442	5.8449863	0.93702322	0.91894662	9068.732	119.05812	111.71749	0.19599236	0.58800799	1020496130.653285	1020496130	663299322
1443	0.042914612	-0.69352308	1.7746016	2247.3586	48.006922	31.026624	-0.5884823	0.2668605	1028585484.537658	1028585484	518345475
1444	1.2213052	0.83485223	2.1316072	10866.444	92.481144	63.436566	0.2599455	-0.11761492	1025624654.861133	1025624654	879864931
1445	6.1424253	-0.47550418	2.7343682	6136.1694	12.746544	12.44432	-0.18646237	-0.39727994	1015999816.436764	1015999816	417578578
1446	3.1162494	-0.64083747	0.90257936	3722.4236	37.513469	34.240533	0.27112963	0.86435391	1027325183.818006	1027325183	802011609
1448	0.6495101	-0.38589046	2.1440054	2009.2547	19.17499	16.414319	0.03291317	0.35788063	1019524302.456642	1019524302	448679566
1449	1.1500707	0.14246418	0.58344703	12914.58	113.12633	109.33484	-0.22738639	-0.6966025	1008925870.109386	1008925870	119345307
1450	4.8066638	-0.45108491	1.8293823	1534.9585	49.854447	29.749288	-0.37255386	-0.078336176	1029975926.196626	1029975926	202690601
1453	2.0987188	0.022804441	1.2141549	820.47079	12.856976	7.7706288	0.14288556	-0.3846535	1012801300.332649	1012801300	346695781
1454	3.8690641	0.031154563	2.6092157	4598.984	17.454275	17.099531	0.36078308	0.20256673	1027920947.097488	1027920947	99184155
1455	3.9008482	0.93378829	2.9700122	2677.5255	14.675714	9.5191605	-0.11433612	-0.24716124	1023893535.429056	1023893535	434463739
1456	4.693435	0.3847225	2.0534446	1151.2024	16.536585	9.5273691	0.22764425	-0.33142012	1015094013.284004	1015094013	297095537
1458	1.0939442	-0.13894979	0.38054824	6382.3223	26.229117	23.576491	0.13880943	-0.43211515	1028695364.238048	1028695364	230425358
1459	3.4492178	0.97108869	2.8553686	11534.502	45.891102	28.187671	0.79612978	0.05342388	1017808812.079033	1017808812	97038627
1460	0.22292778	0.21310251	0.93126054	8206.9348	87.349792	42.964582	0.68302893	-0.36013768	1008347524.288189	1008347524	281633854
1461	5.8611838	1.026922	1.8843477	2563.8351	68.276325	26.916326	0.41325307	-0.2961485	1026922641.302803	1026922641	314189076
1462	3.194126	-0.26398024	2.7575407	9286.0223	70.382468	56.850588	0.35426515	0.22724876	1027470924.759	1027470924	762701631
1463	4.9546177	-0.31946555	1.1030076	5687.7026	63.838142	23.076714	0.86650748	0.27256768	1011321032.216533	1011321032	201948643
1465	5.4027001	0.33362008	0.55852579	4971.648	17.982838	14.034582	0.058137782	0.16496416	1000091386.067948	1000091386	85277557
1466	0.44982137	-0.3098421	2.5868617	15006.43	114.3561	99.039759	-0.11248118	0.49537225	1008617555.207152	1008617555	197824478
1467	3.2591967	0.8717549	1.7752024	1658.9132	16.661684	15.791397	0.21359268	0.12453774	1025259940.2934	1025259940	292394757
1469	1.8461695	0.15599487	2.9372222	476.26914	51.177534	17.041897	0.27382473	0.38779341	1015759277.795548	1015759277	787875175
1470	3.0133291	0.31479657	2.3705239	3648.8149	21.428938	10.849116	-0.44906104	-0.19034004	1012647809.190933	1012647809	206936955
1471	1.6265195	0.8423592	2.5103167	5584.1299	37.197738	21.701069	-0.25973519	-0.18769872	1007446697.610294	1007446697	626648903
1472	5.7615893	0.32426018	1.8260855	6014.8512	52.961225	38.71395	0.020591051	-0.30602298	1002892392.311241	1002892392	307177186
1473	4.5757586	-0.87292411	2.5873226	9216.6525	57.101176	37.860821	0.30239848	0.001654477	1010207083.523612	1010207083	512062430
1475	0.019492982	-1.3919079	1.6259183	780.78749	56.96756	34.99624	0.32028585	-0.89741545	1012145153.27468	1012145153	263739944
1476	3.8490256	-0.20287398	2.2583455	3091.3777	31.282212	17.882374	0.39359425	0.43724925	1026125740.132484	1026125740	118591309
1477	6.1069473	-0.24011475	1.8283061	1480.8706	34.037206	15.549333	-0.61228237	0.11680945	1005207635.006076	1005207635	7352233
1478	3.4708148	-0.7008731	0.29038306	5622.5287	28.396116	17.037202	0.0055314803	-0.25366812	1003121882.739038	1003121882	717358470
1479	3.9580361	0.78526818	2.4527416	1771.7131	24.218228	14.214988	0.13635499	0.16214354	1001385645.838952	1001385645	854209065
1480	3.9261365	-0.23371884	2.5631256	3612.6478	109.59871	101.31424	0.17980036	0.22091111	1003258549.690299	1003258549	702856541
1481	5.0498679	-1.4239213	0.055120236	3883.2913	15.398044	15.381963	0.15546544	0.038670045	1026751636.396217	1026751636	379534125
1483	1.0844505	0.29632238	0.87074956	1211.6443	36.198714	34.354028	0.5763539	-0.44092038	1006369743.052007	1006369743	42307734
1484	0.29788896	0.59137496	2.5729772	6364.1837	31.681309	26.959746	0.59155311	-0.43757804	1013203104.377111	1013203104	395731807
1485	3.2275393	0.9055592	0.81315344	4522.049	21.987626	21.87428	0.018187636	0.24500814	1029538352.208496	1029538352	230644107
1486	5.2973539	-0.59650061	1.4207598	1116.3768	21.362615	17.491439	0.39448287	-0.0068257216	1004552191.013825	1004552191	4563332
1487	6.0869483	-0.018258087	2.0478037	2239.3763	25.863082	20.914	-0.058442119	-0.029937149	1004794036.962421	1004794036	946190476
1488	0.73228298	0.60111408	1.4835618	634.58902	13.879292	13.504252	0.28601816	-0.083807253	1027115998.487947	1027115998	493298054
1489	1.797897	-1.0214392	1.0579713	6730.6155	75.382841	51.458892	-0.057528294	-0.09555771	1020766678.92591	1020766678	911545992
1490	0.82614781	0.23792152	2.4385875	1986.1509	26.114027	16.526315	-0.50491489	-0.090917054	1024532268.436163	1024532268	434591889
1491	4.5699045	-1.0477336	2.4453512	3337.5916	69.317556	60.101474	0.55919502	-0.05636826	1009962290.885527	1009962290	869209528
1492	0.71945235	-0.74322605	1.7823763	2124.1325	55.49348	18.970536	0.34941517	-0.44088889	1016052761.375692	1016052761	378255486
1493	4.5987347	0.11684204	0.83620628	3794.9572	35.232474	33.030081	0.014328413	0.38687217	1007078759.675959	1007078759	678218961
1494	5.6755765	0.31729111	2.4733579	12184.057	69.901107	69.10693	-0.045003392	-0.93289722	1031093779.783404	1031093779	786109447
1495	4.0221462	0.35624952	2.0370087	347.63428	32.405085	12.421334	-0.23360538	0.2448608	1019580065.829605	1019580065	821875215
1496	1.4951589	-0.61920946	0.67185238	2224.4475	25.499646	19.987805	0.015730975	-0.060354732	1013226667.823774	1013226667	824964166
1497	1.8616346	-0.89602044	2.6862001	3235.3628	10.467327	10.078141	0.20800976	-0.015315534	1022304320.471812	1022304320	459558010
1498	3.2395375	0.6916819	0.80819326	12281.581	115.59707	84.995658	0.42361566	0.084126738	1030237315.801405	1030237315	811909676
1499	4.2306812	0.79803769	2.2040303	3294.4767	34.112256	33.241854	-0.67230782	0.065542472	1006320926.39366	1006320926	396839619
1501	0.4809956	0.66871836	1.0280965	1991.3162	32.258415	14.957379	-0.15765673	0.10200767	1008485215.570838	1008485215	586366534
1502	1.8308032	-0.98313493	0.91165726	8146.0622	115.82767	72.92837	-0.3518773	0.12458988	1005445578.761029	1005445578	745964885
1503	1.741955	0.24917328	0.4280654	6218.2891	59.44077	56.944674	-0.093836507	0.06731941	1024644674.701067	1024644674	691465259
1504	4.0298325	-0.24661204	2.7610663	11632.162	124.60389	73.623815	0.46972977	0.14850038	1031229851.54302	1031229851	525071263
1505	5.4951149	-0.26222981	1.1089101	3644.8881	25.578205	15.598179	0.48270288	0.058992619	1009875477.720432	1009875477	705307722
1506	2.6752802	-0.060971637	2.1791781	931.85721	8.6715146	8.0786096	-0.033858283	0.55187275	1028200751.9855	1028200751	973689795
1507	3.4292299	0.60596703	0.91632967	3839.774	17.440973	17.094681	-0.37252489	0.070161665	1009616245.054845	1009616245	68409204
1508	0.28062972	0.56535313	1.5722401	4229.4983	123.67046	35.941278	-0.02048711	0.0054213034	1023353818.57898	1023353818	587661862
1510	0.53590131	1.202072	0.7729083	5911.8916	41.048577	39.490972	-0.67938878	-0.2893977	1027056077.358858	1027056077	374719381
1512	2.3061495	0.84319325	2.3181305	5095.0381	57.881423	19.788413	0.066396994	0.23742555	1000742302.48763	1000742302	507615328
1513	2.3745778	-0.79609497	1.0425087	3076.3366	25.267249	24.587586	-0.18039383	-0.14086831	1004196945.733935	1004196945	732745528
1514	1.4963845	0.0093603981	0.86858474	2869.5768	102.51129	10.349525	0.57218302	0.7026909	1017070579.752741	1017070579	746789813
1515	4.4124016	-0.4955506	1.9482775	2320.473	69.517309	64.314125	-0.15550362	-0.048782791	1017780317.083409	1017780317	64975381
1516	4.7901622	0.6140775	0.76321092	3158.3647	61.488061	20.722685	0.078594379	-0.12021982	1025050312.674388	1025050312	681820631
1517	3.8483904	0.68748018	1.1767498	1570.0293	9.6737328	9.0534445	-0.20068736	-0.44091976	1006009866.254475	1006009866	275851727
1518	1.2867927	0.12372889	1.9789294	7238.9872	46.951162	42.396234	-0.35342175	0.52665004	1014849215.697952	1014849215	710744143
1519	2.3145161	-0.063567886	0.72601937	8351.5339	44.259751	18.645272	-0.17123111	0.055844213	1027884131.160898	1027884131	157068372
1523	2.0694584	-0.67713091	2.4047004	4302.9831	38.661653	15.828322	0.13380399	0.34935293	1025886424.414919	1025886424	408625960
